435,360,3
450,320,2
480,200,4
495,325,1
525,100,2
540,150,3
555,50,4
570,115,1
600,35,2
615,55,3
645,25,4
660,10,1
690,10,2
705,5,3
720,0,4
750,120,1
765,100,2
780,85,3
810,55,3
840,25,5
